Year,State,CO,NO2,SO2,O3,PM2.5
2016,Alabama,0.33504566666666663,11.590768,1.084163,0.04288821739130434,8.552241038461538
2016,Arizona,0.3775498095238095,14.518311799999998,2.5260005555555556,0.04704215555555556,7.969025352941175
2016,Arkansas,0.296619,7.618276,1.0076505,0.040615624999999995,8.903132833333334
2016,California,0.3259584933333333,9.466369027522935,0.5660540625000001,0.04353967058823531,9.236138795180723
2016,Colorado,0.3593512222222222,11.847951428571426,1.39032725,0.0501663870967742,6.240495437499999
2016,Connecticut,0.2649882,10.53785,0.35734000000000005,0.047153,6.899200578947369
2016,Delaware,0.258023,11.579329,0.3459976,0.0446057142857143,7.712297846153846
2016,District of Columbia,0.34363499999999997,7.008915857142857,0.5212565454545455,0.03782368965517241,6.782239636363636
2016,Florida,0.34363499999999997,7.008915857142857,0.5212565454545455,0.03782368965517241,6.782239636363636
2016,Georgia,0.541289,15.643091666666669,1.2773304285714284,0.04437304761904761,8.970930896551724
2016,Idaho,0.325217,9.835559,1.5750863333333334,0.047455000000000004,7.814864249999999
2016,Illinois,0.22158,13.963438666666667,1.25546,0.04289729729729729,8.705323020000002
2016,Indiana,0.30591219999999997,8.261385142857142,1.7364342727272728,0.04393041860465116,8.650197507692306
2016,Iowa,0.21226066666666665,5.378012,0.5935018,0.03901396666666667,7.431918214285714
2016,Kansas,0.226645,5.127211000000001,0.8774332499999999,0.04295884615384615,6.848113133333332
2016,Kentucky,0.25466266666666665,6.572150714285714,0.5654067500000001,0.042533620689655174,8.317623115384617
2016,Louisiana,0.37074149999999995,6.624654636363636,1.6611630000000002,0.038498318181818175,8.273305833333332
2016,Maine,0.18906599999999998,3.502758,0.49644140000000003,0.03597793333333334,5.8800648749999995
2016,Maryland,0.20111339999999997,11.427142000000002,0.6501166,0.04611954237288134,7.757801833333333
2016,Massachusetts,0.2447581666666667,8.7216293,0.7750148333333332,0.04199075000000001,6.003716193548389
2016,Michigan,0.32577211111111115,10.136819625,1.0537245714285715,0.04393453125000001,7.95588861764706
2016,Minnesota,0.2031575714285714,7.846457799999999,0.9967397142857143,0.03436317647058824,5.897613657142856
2016,Mississippi,0.226167,5.3836960000000005,0.309738,0.0410434,8.1989092
2016,Missouri,0.29652033333333333,10.116598857142858,1.042217923076923,0.041015326086956516,8.017057705882353
2016,Montana,0.19038149999999998,1.082766111111111,0.6829688333333334,0.03903575,6.103438799999999
2016,Nebraska,0.3073855,,0.750069,0.04042900000000001,6.878593416666667
2016,Nevada,0.32308,14.645335999999999,0.4872185,0.04595880434782609,7.43958816
2016,New Hampshire,0.1619475,3.0452,0.767699,0.039315,5.143560062499999
2016,New Jersey,0.3159503333333334,13.477758636363637,0.2767616666666667,0.04271448979591837,8.235001866666668
2016,New Mexico,0.2213675,5.854508666666666,0.38682125,0.0463188,7.171617588235295
2016,New York,0.2261457777777778,11.992662571428573,0.4390107894736842,0.0409195,6.6102802
2016,North Carolina,0.27122666666666667,6.905269333333333,0.27943972727272726,0.044326,8.205496081081082
2016,North Dakota,0.1735955,2.449325777777778,0.5811778823529413,0.03816081818181818,3.6718910714285715
2016,Ohio,0.262132,11.180622142857144,0.8242557878787881,0.044814015151515174,8.66735873493976
2016,Oklahoma,0.24462925,7.363803666666667,0.7161397500000001,0.04255026923076924,7.750794058823529
2016,Oregon,0.29030100000000003,10.6664425,0.203966,0.035693,6.211845187499999
2016,Pennsylvania,0.2409003636363636,7.4960470555555565,0.9335358571428573,0.04355573426573427,9.106398144927537
2016,Rhode Island,0.3924175,9.2955615,0.2567755,0.04359222222222221,6.2764533
2016,South Carolina,0.180389,4.7481252000000005,0.22592428571428572,0.04222682608695653,8.258472914285711
2016,South Dakota,0.190975,3.5841605,0.35238275,0.042876374999999994,5.141260411764705
2016,Tennessee,0.2817595,8.8712616,1.9046684444444442,0.04582152173913043,8.3753022
2016,Texas,0.29666420000000004,6.633317851063831,0.744032447368421,0.038788973684210526,8.68680584375
2016,Utah,0.42956733333333336,6.509096333333334,0.779412,0.05124368181818181,7.065882741935484
2016,Vermont,0.16239266666666666,6.1209454999999995,0.09556,0.039272,4.991286454545455
2016,Virginia,0.26984162500000003,8.206173333333334,0.3922845714285715,0.04180665217391304,7.22625723076923
2016,Washington,0.34942075,13.322799,0.42041100000000003,0.03485935714285715,6.950873766666665
2016,West Virginia,0.2787636666666667,,1.9042034999999997,0.042456900000000006,8.337561562500001
2016,Wisconsin,0.23731349999999998,7.907965666666667,0.7031063333333334,0.04078767741935484,6.684426416666668
2016,Wyoming,0.1417175,2.9256477692307694,1.1312906153846154,0.046089518518518516,4.421090744186045
2017,Alabama,0.293233,10.216427,1.3432632000000002,0.03946591304347826,8.865920407407408
2017,Arizona,0.3088445000000001,15.912798250000002,2.4227165,0.04809574725274727,8.494417393939395
2017,Arkansas,0.405515,7.348997499999999,0.618407,0.0405885,8.55661325
2017,California,0.33521583783783787,9.558392433962267,0.4725496451612902,0.04443731428571429,9.802011989010985
2017,Colorado,0.32611933333333337,9.591344153846155,0.8747842,0.04648895999999999,6.910737576923077
2017,Connecticut,0.2673196,11.69231625,0.2503075,0.04291366666666666,6.021940647058822
2017,Delaware,0.263299,10.65227,0.2502354,0.042523857142857134,7.349142153846153
2017,District of Columbia,0.3155671764705882,7.4505175333333336,0.6188290000000001,0.037139603448275875,7.614942756097559
2017,Florida,0.3155671764705882,7.4505175333333336,0.6188290000000001,0.037139603448275875,7.614942756097559
2017,Georgia,0.4601625,13.848441666666668,0.8631957142857143,0.04027460000000001,8.94079497142857
